month,wcancel,wdelay
0,0.5834805282193625,0.05967809555057327
1,0.7523408010196578,0.08407974038015763
2,0.6246004931056525,0.04213258785942492
3,0.39618032422829225,0.057963803719136765
4,0.49029297564419344,0.07445075682332844
5,0.365156181258249,0.0707009900990099
6,0.18381430363864493,0.057082924984095874
7,0.25491375852386683,0.06859857482185273
8,0.24431543299467828,0.05820867157168843
10,0.5102620087336245,0.04948752705048631
11,0.696939537198308,0.060083003206942084
