origin,destination,count,1,2,3,4,5,6,7,8,9,10,11,12
MIA,BHM,547,1,0,0,10,0,10,2,0,1,10,10,10
LAS,SAN,4105,0,0,0,0,0,0,0,0,0,10,1,0
PHX,SJC,3102,0,0,10,10,10,0,0,10,10,10,0,10
HNL,KOA,6390,0,10,10,10,10,0,10,0,0,10,10,10
SNA,OAK,2485,0,0,1,10,0,0,10,10,0,10,0,0
BHM,MIA,546,1,0,0,10,10,1,2,0,1,10,10,10
MCO,DCA,3349,1,1,1,0,10,0,0,2,0,10,10,10
KOA,HNL,6347,0,0,10,0,0,0,0,0,0,10,0,10
MIA,EYW,549,0,0,0,0,10,10,10,0,10,10,10,1
MSN,MSP,1277,0,10,10,0,10,10,10,10,10,10,10,1
EYW,MIA,549,0,0,0,0,10,10,10,0,10,10,10,1
PHL,RDU,854,1,1,1,10,1,10,2,2,10,10,0,10
DTW,CLE,679,0,1,10,10,10,10,0,10,2,10,1,1
DTW,GSO,409,0,0,1,10,10,10,10,10,0,10,10,10
RIC,CLT,1350,0,1,0,0,0,0,10,0,10,10,10,10
DTW,BWI,2412,1,1,1,10,0,1,10,0,10,10,10,1
RDU,DFW,1611,1,1,1,0,1,0,10,1,10,10,1,1
RIC,BOS,2297,1,1,1,0,0,10,10,1,2,10,10,1
CLE,DTW,619,0,10,10,10,10,1,10,10,10,10,10,10
RIC,DFW,806,1,1,1,10,1,10,0,2,0,10,1,1
PBI,DCA,978,0,1,1,0,0,10,0,0,10,10,10,1
RDU,MCO,979,1,1,10,10,10,0,0,0,10,10,10,0
DCA,MCO,3350,0,1,1,0,10,0,0,2,0,10,0,10
BOS,RIC,2297,1,1,1,0,0,10,10,1,1,10,10,1
FLL,BOS,2184,1,1,10,10,10,0,0,0,10,10,0,10
GSO,DTW,407,0,0,1,10,10,10,10,10,10,10,10,10
RIC,IAH,526,1,2,10,1,1,10,2,10,10,10,10,1
BWI,LIT,319,1,1,1,10,10,1,10,2,10,10,10,10
BWI,STL,1218,1,0,1,1,0,1,10,2,2,10,0,10
BOS,JAX,690,1,1,10,10,10,10,10,10,10,10,10,10
BWI,DTW,2418,1,1,1,0,0,1,10,2,10,10,10,1
PHX,FLG,1660,2,1,1,0,0,0,0,0,0,10,1,1
ORD,HNL,334,0,1,10,10,10,0,10,10,10,10,10,1
CLT,CHS,196,1,10,10,10,10,10,10,10,10,10,10,10
CLT,MCI,1243,0,1,10,10,0,10,10,10,10,10,10,10
MSP,IAH,1747,1,0,1,0,0,1,1,0,0,10,10,1
LAS,OAK,3455,1,0,0,0,0,0,0,0,0,10,10,0
IAH,IAD,1312,0,1,1,0,10,0,2,10,10,10,10,1
IAH,ATL,3938,1,1,10,0,1,0,0,0,10,10,1,0
JAX,DTW,233,1,1,1,10,10,10,10,10,10,10,10,10
CHS,CLT,196,1,0,10,10,10,10,10,10,10,10,10,10
IAH,RIC,519,1,2,10,1,1,2,0,10,10,10,10,1
DFW,RIC,806,1,1,1,10,1,10,1,2,0,10,1,1
MCI,CLT,1242,0,1,10,10,0,10,10,10,0,10,0,0
DTW,RIC,877,0,0,1,10,10,10,10,10,10,10,1,1
TPA,PHL,2382,1,1,1,1,0,10,10,10,10,10,0,0
IAH,DTW,1918,1,2,1,10,0,0,2,0,0,10,1,1
EWR,RIC,967,2,2,2,2,1,2,2,10,10,10,2,2
CLT,RIC,1349,2,1,1,10,10,0,10,0,10,10,10,10
HNL,ORD,334,0,1,0,0,0,10,10,10,10,10,10,1
STL,HOU,1226,0,1,10,0,1,1,0,1,10,10,10,1
LIT,LGA,75,1,2,1,10,10,10,10,10,10,10,10,10
PHX,ELP,1450,1,2,10,10,10,10,10,10,10,10,10,0
AUS,PHL,269,0,2,1,10,10,0,10,10,10,10,10,10
BDL,DFW,640,1,1,1,10,1,0,0,10,10,10,10,1
ELP,LAX,916,1,0,10,10,10,0,0,10,0,10,10,10
LAX,EWR,4618,1,1,1,0,0,0,0,0,10,10,0,0
IND,JFK,154,0,1,2,2,2,2,10,10,10,10,10,10
CLT,MIA,2983,0,1,1,10,0,1,0,0,0,10,10,0
ORF,JFK,126,1,1,2,2,10,10,10,10,10,10,10,10
JFK,IND,154,0,1,2,2,2,2,10,10,10,10,10,10
JFK,ORF,126,1,1,1,2,10,10,10,10,10,10,10,10
AUS,PHX,1580,0,10,0,10,1,10,10,10,0,10,0,10
PHL,AUS,268,0,10,10,10,10,10,10,10,10,10,10,10
ORF,MIA,240,0,1,0,1,10,10,10,10,10,10,10,10
IND,LAX,785,0,10,10,10,10,10,10,10,10,10,10,10
AVL,ORD,715,0,1,10,0,0,0,0,0,0,10,1,2
PWM,JFK,1180,1,1,2,0,2,2,2,2,2,10,10,10
TPA,DEN,1586,0,1,10,0,0,10,10,2,10,10,1,1
JMS,DVL,526,1,2,1,2,10,10,1,2,0,10,1,1
SAN,JFK,1712,1,1,1,0,10,10,10,10,10,10,1,1
DVL,DEN,240,1,2,10,0,10,10,10,2,10,10,2,1
KOA,PHX,288,0,10,10,10,10,10,10,10,10,10,10,10
IAD,TPA,989,0,1,1,10,10,0,10,0,10,10,10,1
RNO,PHX,1723,0,0,10,10,0,0,0,0,0,10,0,0
LAS,SMF,2489,0,0,0,0,0,10,1,0,10,10,0,10
FCA,ORD,131,0,10,10,10,10,10,0,10,10,10,10,10
BUR,PDX,958,0,10,10,0,2,0,10,10,10,10,10,10
SBA,SEA,449,0,10,10,10,10,10,10,10,10,10,10,10
LIH,HNL,5855,0,10,10,0,0,0,10,0,0,10,10,0
SLC,VEL,205,1,10,1,1,10,10,10,10,10,10,10,10
FAT,SEA,883,0,0,10,0,10,10,10,10,10,10,10,0
PDX,BUR,958,0,10,10,0,2,0,10,10,10,10,10,10
BUR,SFO,1589,0,1,0,1,0,0,1,0,1,10,1,1
VEL,SLC,206,1,10,1,1,10,10,10,10,10,10,10,10
FLL,CLE,832,0,0,1,0,10,10,10,10,10,10,10,10
RSW,HPN,334,0,1,0,10,10,10,10,10,10,10,0,10
SFO,CEC,190,1,1,1,10,10,10,10,10,10,10,10,10
SFO,OTH,248,1,0,10,10,10,10,0,10,10,10,10,1
DCA,CHS,649,1,1,10,10,10,10,10,2,10,10,10,10
SFO,AUS,2034,1,0,0,10,0,0,10,10,0,10,2,1
CHS,DCA,649,1,1,0,10,10,10,10,10,10,10,0,10
DEN,SEA,5139,1,1,10,0,1,0,0,0,0,10,1,1
CEC,SFO,190,1,1,1,10,10,10,10,10,10,10,10,10
OTH,SFO,248,1,0,10,10,10,10,0,10,10,10,10,1
BTV,EWR,542,2,2,2,2,10,2,2,10,2,10,2,2
HPN,FLL,674,0,1,1,10,10,2,10,0,10,10,0,2
SFO,MMH,146,0,1,1,1,10,10,10,10,10,10,10,1
LGA,PBI,2904,1,1,1,0,2,2,2,0,10,10,10,2
BUF,EWR,531,2,2,2,2,10,1,2,2,2,10,2,1
MMH,SFO,146,0,1,1,1,10,10,10,10,10,10,10,1
TTN,CLT,298,0,1,10,10,10,10,10,10,10,10,1,0
FLL,HPN,675,1,1,1,10,10,2,10,10,0,10,10,2
DTW,ESC,573,2,1,10,1,10,0,10,1,10,10,1,1
CLT,TTN,299,0,1,1,10,10,10,10,10,10,10,1,0
DTW,RSW,1613,0,0,0,10,10,10,10,10,10,10,0,10
FLL,TPA,1929,0,10,10,10,0,0,0,0,2,10,10,1
PVD,BWI,2517,1,1,1,10,0,1,0,2,10,10,0,10
JFK,BTV,1023,1,1,2,10,2,2,10,2,10,10,2,10
AUS,SFO,2051,1,1,10,10,0,0,0,10,10,10,2,1
BTV,JFK,1023,1,1,2,0,2,2,10,2,10,10,2,0
BFL,PHX,875,1,10,10,0,10,0,10,1,0,10,10,10
HPN,RSW,332,0,1,0,10,10,2,10,10,10,10,0,10
BFL,IAH,492,1,10,10,0,0,1,0,0,10,10,10,1
TPA,FLL,1899,0,10,0,10,10,0,0,2,0,10,10,10
HRL,HOU,1554,0,10,1,0,0,0,0,0,0,10,1,1
JFK,SFO,8437,1,1,1,0,0,0,0,10,0,10,2,0
SAT,PHL,231,0,0,1,10,0,10,10,10,0,10,10,10
BOS,MCO,2852,1,1,0,10,0,10,10,0,10,10,10,10
IAH,LAX,4432,1,0,1,0,0,0,0,0,1,10,1,1
SFO,JFK,8440,1,1,1,0,10,0,0,10,0,10,2,0
MCO,BOS,2848,1,1,0,10,0,0,10,0,10,10,10,10
PHL,SAT,231,0,10,10,10,0,10,10,10,0,10,10,10
PHX,SBA,1027,1,10,10,0,0,1,0,0,10,10,10,10
GCC,RKS,28,1,10,10,10,10,10,10,10,10,10,10,10
SBA,PHX,1027,1,10,10,0,0,0,0,0,10,10,10,10
ATL,MKE,3160,0,1,10,0,0,10,10,10,10,10,0,1
LIT,DTW,280,0,0,1,10,10,1,10,10,10,10,10,1
KTN,SIT,334,1,10,10,10,10,10,10,10,10,10,10,10
ROC,LGA,189,0,0,1,10,0,0,10,0,10,10,10,10
KTN,SEA,1319,1,0,10,0,0,0,10,1,0,10,0,10
SLC,IDA,1323,1,10,10,10,10,10,10,10,10,10,10,10
RDU,MIA,1016,0,1,10,10,10,10,1,10,10,10,10,1
IDA,SLC,1323,1,10,10,10,10,0,0,10,10,10,10,10
TUS,SLC,940,0,10,10,10,10,10,10,0,10,10,10,10
OKC,ATL,1976,0,1,1,10,10,0,10,10,10,10,10,1
BWI,DAY,695,1,1,1,10,0,1,10,2,10,10,10,0
HOU,BWI,1051,1,0,1,10,10,0,0,0,0,10,0,1
DAY,BWI,695,1,1,1,10,10,1,10,2,10,10,10,1
PDX,SBA,334,0,10,10,10,10,10,10,10,10,10,10,10
CLT,PHL,3393,1,1,1,0,10,0,0,2,0,10,10,10
BTV,DTW,522,0,0,10,10,10,10,10,10,10,10,10,1
TPA,PIT,846,0,10,10,10,0,1,10,1,10,10,10,10
ABQ,DAL,1581,1,1,1,0,10,0,10,10,10,10,0,1
ABQ,PHX,2470,1,1,0,0,1,0,0,0,10,10,10,0
STL,DAL,2120,0,1,0,10,0,1,10,0,0,10,0,1
OAK,ABQ,796,1,1,10,10,0,0,10,10,10,10,10,1
PHX,ABQ,2454,1,1,0,0,0,0,0,2,10,10,10,0
ABQ,OAK,799,1,1,10,10,0,10,10,10,10,10,0,1
LGB,SMF,661,0,10,10,10,10,0,10,0,10,10,0,10
DAL,ABQ,1572,1,1,1,10,1,10,10,10,0,10,0,0
JFK,SAV,669,1,1,2,10,10,10,10,0,10,10,10,10
MQT,ORD,286,0,0,10,10,10,1,10,1,10,10,1,1
SMF,LGB,661,0,10,10,10,10,0,10,0,10,10,0,10
LAS,CLT,1554,0,1,0,10,10,0,0,10,10,10,10,0
PHL,PHX,2411,1,1,1,0,10,10,10,0,0,10,10,0
DAL,ELP,1282,1,10,0,10,1,10,10,0,10,10,0,1
SAV,JFK,669,1,1,2,10,10,10,10,0,10,10,10,10
ELP,IAH,1594,1,10,10,1,1,1,1,0,1,10,10,1
ELP,DAL,1274,1,0,0,10,1,10,10,0,10,10,0,1
DEN,PHL,2131,1,0,1,0,0,10,0,10,0,10,0,1
ELP,LAS,652,1,10,10,0,10,10,10,10,10,10,10,10
LGA,ROC,181,0,0,1,10,0,0,10,0,10,10,10,10
PHF,ATL,1260,0,1,1,1,1,1,10,2,1,10,1,1
CMH,PHX,1054,0,1,10,10,10,0,0,10,10,10,10,10
OME,ANC,616,1,1,1,0,1,10,10,10,1,10,0,1
AUS,HRL,326,0,10,1,10,10,10,10,10,10,10,10,10
DFW,SEA,3547,0,1,1,0,1,2,10,10,10,10,1,1
PDX,SFO,4179,0,1,10,0,0,0,0,10,10,10,1,1
SFO,PDX,4197,0,1,1,1,0,0,10,10,10,10,0,2
SAN,IAD,1150,0,10,1,0,10,0,0,10,10,10,1,10
ATL,FAY,1634,0,0,10,10,1,10,10,10,10,10,10,1
DEN,LGA,3299,1,1,1,1,0,0,0,0,0,10,1,1
DEN,EWR,2609,1,1,1,0,0,0,0,0,10,10,1,1
FAY,ATL,1633,0,0,10,10,1,10,10,1,10,10,10,1
HOU,LGA,937,1,1,1,1,1,2,10,2,10,10,0,10
FLL,BUF,586,0,1,10,10,10,10,10,10,10,10,0,10
STL,PHL,626,1,10,1,10,10,1,10,10,10,10,10,10
MSN,EWR,327,2,1,2,2,2,0,2,1,10,10,2,2
ATL,AVP,329,1,1,10,10,10,0,1,10,10,10,10,10
TPA,PVD,682,1,1,1,10,10,10,10,1,10,10,10,10
BUF,JFK,2461,1,1,1,2,2,2,0,2,0,10,2,0
BNA,PHL,632,1,1,1,10,10,0,1,2,10,10,10,10
ATL,AVL,1858,1,1,10,10,0,0,10,1,0,10,1,1
ATL,MGM,2202,1,0,1,0,1,0,10,0,10,10,0,0
MGM,ATL,2202,1,0,0,10,1,0,10,0,10,10,1,0
PVD,RSW,49,1,10,10,10,10,10,10,10,10,10,10,10
ISP,PBI,697,1,1,1,1,10,1,10,10,10,10,10,10
EWR,FLL,3440,1,1,1,0,0,0,2,0,0,10,2,1
ISP,BWI,1551,1,1,1,1,1,1,0,2,10,10,10,0
FLL,EWR,3441,1,1,1,0,2,0,2,0,0,10,2,1
DTW,BOS,3424,1,1,1,10,10,0,10,10,10,10,10,10
ONT,PHX,2971,0,0,10,0,0,0,10,0,0,10,10,0
ISP,FLL,567,1,1,1,1,0,10,10,10,10,10,10,10
AVP,ATL,329,1,1,1,10,10,1,1,10,10,10,10,10
MCO,CLT,2957,0,1,0,0,0,10,0,1,0,10,10,10
BDL,ATL,2341,1,1,0,10,10,10,10,10,10,10,10,10
PBI,HPN,1042,1,1,1,10,10,2,10,10,10,10,0,0
EWR,LAX,4603,1,1,0,1,10,0,0,0,10,10,0,10
ISP,MCO,1060,1,1,1,1,10,1,10,1,10,10,10,10
BOS,DTW,3423,1,1,1,10,1,1,0,2,10,10,10,10
BOS,JFK,5044,1,1,1,2,2,2,0,0,2,10,2,2
BWI,PVD,2498,1,1,1,10,0,1,10,2,10,10,10,1
BDL,MCO,1667,1,1,1,10,10,1,0,0,10,10,10,10
FLL,ISP,566,1,1,1,1,10,1,10,10,10,10,10,0
PVD,FLL,786,1,1,1,10,10,10,10,0,10,10,10,10
BOS,STL,670,1,1,0,10,10,1,10,10,10,10,10,10
ISP,TPA,490,1,1,1,1,0,0,10,10,10,10,10,10
PHL,PBI,1110,1,1,1,10,10,10,10,10,10,10,10,10
BDL,TPA,960,1,1,10,10,10,10,0,2,10,10,10,10
BOS,SRQ,181,1,1,10,10,10,10,10,10,10,10,10,10
HPN,PBI,1036,1,1,1,10,10,2,10,10,10,10,10,2
JFK,BOS,5040,1,1,1,2,2,2,0,2,2,10,2,2
JFK,IAD,951,1,1,1,2,2,2,0,2,2,10,2,2
PVD,MCO,2023,1,1,0,0,10,0,0,0,0,10,10,10
DCA,LAS,329,0,1,1,10,10,10,0,10,10,10,10,0
BOS,RDU,1530,1,1,1,10,10,2,10,10,10,10,10,10
BOS,SAV,334,1,1,10,10,10,10,10,10,10,10,10,10
BOS,CLT,3590,1,1,0,0,2,0,0,1,2,10,10,0
EWR,PHX,2103,1,1,1,1,10,0,0,0,10,10,2,0
LGA,DEN,3285,1,1,1,1,1,0,0,0,10,10,0,1
BOS,PBI,1606,1,1,10,10,10,10,10,0,10,10,10,1
SEA,CLT,836,0,1,10,0,10,10,0,0,10,10,10,0
HPN,TPA,331,1,1,10,10,10,10,10,10,0,10,10,10
PBI,BDL,339,1,1,10,10,10,0,10,10,10,10,10,10
CLT,BOS,3590,1,1,0,0,0,2,1,1,2,10,10,0
SRQ,BOS,181,1,1,10,10,10,10,10,10,10,10,10,10
SAV,BOS,334,1,1,0,10,10,10,10,10,10,10,10,10
MCO,PVD,2032,1,1,1,10,10,0,0,0,0,10,10,10
TPA,BDL,959,1,1,1,10,10,10,0,2,10,10,10,10
PVD,TPA,676,1,1,1,10,10,10,10,1,10,10,10,10
TPA,HPN,334,1,1,10,10,10,10,10,10,10,10,10,10
FLL,ORH,334,1,1,10,10,10,10,0,0,10,10,10,2
JFK,FLL,4439,1,1,1,2,2,2,2,0,2,10,0,0
HDN,SFO,14,0,10,0,10,10,10,10,10,10,10,10,10
FLL,JFK,4432,1,1,1,2,0,2,0,0,0,10,0,10
HNL,IAH,334,0,0,0,0,10,10,10,2,10,10,10,10
DCA,BDL,661,1,1,1,10,10,10,0,10,10,10,10,10
JFK,PBI,1913,1,1,1,2,2,2,0,0,0,10,2,10
FLL,IAG,206,1,1,0,10,10,10,10,10,10,10,10,0
JFK,BUF,2461,1,1,1,2,2,2,2,2,0,10,2,0
SMF,PHX,3164,0,0,10,0,0,10,0,0,10,10,10,0
DAL,SFO,1319,0,1,10,10,10,0,10,10,10,10,0,0
STL,CLT,942,0,1,10,0,10,10,0,1,0,10,0,10
MCO,PHX,1287,0,10,10,10,10,10,10,10,10,10,10,10
IAH,LRD,921,2,10,1,1,1,1,2,2,2,10,1,1
LRD,IAH,920,2,10,1,1,1,1,2,2,2,10,1,1
LAX,EUG,512,1,0,10,0,10,10,10,10,10,10,10,10
PIT,ATL,3251,0,1,10,0,1,1,0,10,10,10,10,0
LIT,BWI,320,1,0,1,10,10,10,10,0,10,10,10,10
RSW,JFK,1229,1,1,1,2,2,10,0,0,10,10,2,10
IAH,PHL,2178,1,0,1,10,0,0,0,0,0,10,10,0
LAX,PHL,1886,1,0,1,10,10,0,10,0,10,10,10,10
PBI,PHL,1109,1,1,1,0,0,10,10,10,0,10,0,10
MIA,EWR,2714,1,1,1,1,0,0,0,0,0,10,1,0
PHX,EWR,2106,1,1,1,10,10,0,10,1,10,10,1,10
SEA,JFK,2096,1,1,1,10,10,10,10,10,10,10,0,0
SNA,EWR,784,1,1,1,0,10,0,0,10,10,10,2,0
MSP,PHL,2372,1,1,1,10,10,0,0,0,0,10,10,10
EUG,LAX,513,1,0,10,0,0,10,0,10,10,10,10,10
CAK,RSW,198,1,10,1,10,10,10,10,10,10,10,10,10
IAH,BOS,1675,1,1,10,0,1,0,10,10,10,10,10,1
DCA,IND,718,1,1,1,10,10,0,0,0,2,10,0,10
LAS,JFK,3705,1,1,1,10,0,0,0,10,0,10,10,10
SFO,PHL,2090,1,10,1,10,10,0,0,0,10,10,0,0
BOS,PIT,1158,1,1,0,0,0,10,10,10,10,10,10,10
PBI,EWR,2571,1,1,1,0,0,0,0,0,2,10,0,0
EGE,JFK,110,1,1,10,10,10,10,10,10,10,10,10,10
LAX,BOS,4056,1,1,10,10,10,0,0,0,0,10,0,10
PBI,JFK,1910,1,1,1,2,2,2,0,0,0,10,2,10
LAS,EWR,1728,1,1,0,0,0,0,0,0,0,10,10,0
JAX,DCA,669,1,1,10,10,10,10,10,10,10,10,0,10
ORD,IAH,4186,1,1,0,0,0,0,0,0,0,10,0,1
PHX,PHL,2449,1,0,1,10,10,10,10,0,0,10,10,0
PHX,JFK,2327,1,1,1,2,2,0,0,0,10,10,10,1
PHX,BOS,1431,1,1,0,0,10,0,0,0,10,10,10,10
BWI,MCO,3113,1,1,1,0,0,1,0,2,10,10,0,1
DEN,FLL,1221,1,1,0,0,1,0,10,10,10,10,1,0
SCC,BRW,666,1,1,1,10,1,10,10,10,10,10,0,10
BWI,ISP,1546,1,1,1,1,0,1,0,2,10,10,10,10
BWI,MHT,2211,1,1,1,1,0,0,10,1,2,10,10,0
DEN,JFK,816,1,1,1,2,10,10,10,10,10,10,1,10
PIT,BOS,1158,1,1,0,0,0,10,10,10,10,10,10,10
SLC,JFK,1839,1,1,0,10,10,0,10,10,10,10,10,10
PHL,MSP,2365,1,0,1,10,10,10,0,0,0,10,10,10
SAN,PHL,794,1,1,0,10,1,0,0,10,10,10,10,0
LGA,CAK,500,1,1,1,1,2,2,10,1,10,10,10,10
FLL,LAX,1752,1,1,10,10,10,0,0,0,0,10,10,10
PHL,IAH,2176,1,0,1,10,0,0,0,10,10,10,0,0
SYR,JFK,1015,1,1,2,2,2,2,2,2,0,10,2,2
IAH,EGE,135,1,10,10,10,10,10,10,10,10,10,10,10
LAS,ORD,4249,1,1,0,0,0,0,0,0,0,10,0,1
IAH,EWR,3217,1,1,0,10,1,0,2,0,0,10,10,0
LAS,IAH,2788,1,0,10,0,10,0,10,10,0,10,0,1
SEA,IAH,2204,1,10,10,0,10,0,0,0,10,10,2,0
EWR,SYR,502,2,2,2,2,10,10,2,10,10,10,2,2
SAN,EWR,983,1,10,1,10,10,0,0,10,10,10,2,0
LAS,BOS,1027,1,2,10,10,0,0,0,10,10,10,10,0
EGE,EWR,111,1,1,10,10,10,10,10,10,10,10,10,0
DFW,BDL,640,1,1,1,10,1,0,10,10,10,10,10,1
GRR,MCO,308,1,10,10,10,10,10,10,10,10,10,10,10
CVG,JFK,332,1,1,2,2,2,2,2,2,2,10,1,10
SAN,IAH,1701,1,10,0,0,1,0,0,0,10,10,0,1
IAH,TPA,1767,1,10,10,1,1,0,0,2,0,10,2,1
IAH,CLE,1166,1,1,10,0,1,10,0,10,10,10,10,10
BOS,IAH,1678,1,1,0,0,1,0,10,0,10,10,0,1
MSP,LGA,2146,1,1,1,10,10,10,2,2,10,10,10,0
CLT,JFK,2574,1,1,1,2,2,2,10,2,10,10,2,1
EWR,MHT,701,2,2,2,2,10,2,2,1,10,10,10,10
EWR,DEN,2643,1,1,1,2,1,0,10,0,10,10,1,1
SEA,ORD,3950,1,1,0,1,0,1,10,10,10,10,1,1
LGB,JFK,611,1,1,10,10,0,10,2,0,0,10,10,10
BNA,BOS,638,1,1,10,10,10,10,10,10,10,10,10,10
STT,JFK,548,1,1,10,10,10,0,10,10,10,10,0,0
FLL,RDU,626,1,1,10,10,10,10,10,10,10,10,10,10
DTW,PVD,799,1,1,1,10,10,10,10,10,10,10,10,10
TPA,EWR,2101,1,1,1,10,10,0,0,0,0,10,10,0
SEA,BOS,1496,1,1,0,10,10,10,0,10,10,10,10,10
EWR,MSN,326,2,2,2,10,10,2,2,10,10,10,10,1
BOS,SFO,3889,1,1,0,0,0,0,0,10,10,10,10,1
CLT,PWM,334,1,1,10,10,10,10,10,0,10,10,10,10
TUS,MSP,179,0,10,10,10,10,10,10,10,10,10,10,10
EWR,TPA,2110,1,1,1,10,0,0,10,0,10,10,10,0
RSW,BDL,400,1,1,10,10,10,10,10,10,10,10,10,10
PBI,LGA,2905,1,1,1,0,2,2,2,2,10,10,0,2
TPA,LGA,1947,1,1,1,2,2,2,2,10,10,10,10,0
LGA,TPA,1945,1,1,1,2,2,2,2,10,10,10,10,0
JFK,CVG,334,1,1,2,2,2,2,2,2,0,10,0,1
DCA,PHL,103,1,10,10,10,10,10,10,10,10,10,10,10
MHT,EWR,700,2,2,2,2,1,2,2,2,10,10,10,2
STT,EWR,239,1,0,10,0,0,10,10,10,10,10,10,10
ATL,JFK,1910,1,1,1,10,10,10,10,10,10,10,10,0
MCO,SWF,334,1,10,0,10,10,10,10,10,10,10,10,10
AUS,EWR,943,1,1,1,10,1,0,10,10,10,10,0,10
EWR,AUS,925,1,1,10,10,0,0,10,10,0,10,0,0
MSP,BOS,1817,1,1,10,10,10,10,10,10,10,10,10,10
IAH,FLL,1848,1,10,10,10,0,0,1,10,10,10,10,10
LGA,HOU,927,1,1,1,1,2,1,10,2,10,10,10,10
SEA,EWR,1513,1,1,1,10,10,0,0,10,10,10,0,1
DEN,LAS,6269,1,1,1,1,0,0,1,0,10,10,1,1
DCA,JAX,670,1,1,0,10,10,10,10,10,10,10,0,10
PHL,LAX,1886,1,0,1,10,0,10,10,0,10,10,10,10
MCO,ISP,1065,1,1,1,1,10,0,10,1,10,10,10,10
BUF,BOS,1243,1,1,0,1,10,0,0,2,0,10,10,10
RSW,LGA,765,1,1,1,10,2,10,0,0,10,10,10,10
CVG,BOS,283,1,1,10,10,10,10,10,10,10,10,10,10
CLT,PVD,1053,1,1,0,10,10,0,10,1,10,10,10,10
CAK,LGA,500,1,1,1,10,10,0,2,1,10,10,10,10
CLT,BDL,1621,1,1,10,10,10,10,10,1,10,10,10,10
LGA,MSP,2144,1,1,1,0,10,10,2,2,10,10,10,0
CLE,BOS,1819,2,2,10,10,1,1,0,1,10,10,0,10
PVD,DTW,799,1,1,0,10,10,10,10,10,10,10,10,10
LGA,BUF,389,0,0,0,10,0,0,0,0,0,10,10,10
MSY,BOS,334,1,1,10,10,10,10,10,10,10,10,10,10
MCO,BDL,1672,1,1,1,10,10,1,10,0,10,10,10,10
LGA,MSY,461,1,1,1,10,10,10,10,10,10,10,10,10
FLL,SFO,1244,1,10,10,10,10,2,10,10,10,10,10,10
CHS,JFK,1201,1,1,0,1,2,2,0,2,10,10,0,10
MCO,TTN,486,1,0,1,10,10,0,10,10,0,10,10,0
JFK,SAN,1710,1,1,1,0,10,10,10,10,10,10,10,1
BOS,LAX,4055,1,1,10,10,10,0,0,0,0,10,10,10
SLC,BOS,578,1,1,10,10,10,10,10,10,10,10,10,10
ORD,SNA,2164,1,1,0,1,10,1,0,0,10,10,10,1
SRQ,LGA,433,1,1,1,10,2,10,10,10,10,10,10,10
JFK,LAS,3703,1,1,1,10,2,0,0,10,10,10,10,10
JFK,EGE,110,1,1,10,10,10,10,10,10,10,10,10,10
BOS,MKE,601,1,1,1,0,10,10,10,10,10,10,10,10
MSP,DCA,1655,1,1,1,10,10,10,10,2,10,10,10,10
JFK,ATL,1913,1,1,1,0,10,10,10,10,10,10,10,0
IAH,SNA,1512,1,10,10,0,1,0,0,10,10,10,10,1
EWR,SEA,1491,1,1,1,10,1,0,0,10,10,10,10,10
PHL,RSW,960,1,1,1,10,10,10,0,0,10,10,10,10
EWR,SNA,736,1,1,1,10,1,0,10,10,10,10,10,0
PHL,SFO,2072,1,10,1,10,0,0,10,10,0,10,10,0
DEN,BDL,346,1,1,0,10,10,1,10,10,10,10,10,10
XNA,EWR,228,2,2,2,2,2,1,2,2,10,10,10,10
LGA,LIT,74,1,2,1,10,10,10,10,10,10,10,10,10
JFK,LGB,612,1,1,10,10,2,10,2,0,10,10,10,10
HOU,BOS,928,1,1,1,10,1,1,10,10,0,10,10,10
ORD,ALB,873,1,1,2,1,0,0,0,1,10,10,1,1
JFK,SEA,2094,1,1,1,10,10,10,10,10,10,10,0,0
JFK,DEN,816,1,1,1,2,10,10,10,10,10,10,1,10
FLL,PVD,787,1,1,1,10,10,10,10,0,10,10,10,10
TPA,ALB,385,1,1,10,10,10,10,10,10,10,10,10,10
BOS,MSP,1821,1,1,10,10,10,10,10,10,10,10,10,10
JFK,LAX,12016,1,1,1,0,0,0,0,0,10,10,0,0
JFK,SJC,296,1,1,10,10,0,10,10,2,10,10,10,10
JFK,SLC,1839,1,1,1,10,10,10,10,10,10,10,10,10
IAD,BOS,2019,1,1,1,0,0,10,10,0,10,10,1,1
ORD,JFK,1577,1,1,1,10,10,2,0,0,0,10,1,0
JAX,FLL,726,1,0,10,10,10,10,10,10,10,10,10,10
AUS,BOS,402,1,1,10,10,10,0,0,10,10,10,0,10
JAX,BOS,689,1,1,10,10,10,10,10,10,10,10,10,10
MCO,ALB,681,1,1,10,10,10,1,0,10,10,10,10,0
BOS,CLE,1831,2,2,2,10,1,0,2,1,10,10,10,10
BOS,SEA,1494,1,1,10,10,10,10,10,10,0,10,10,10
EWR,PBI,2571,1,1,1,0,10,2,0,0,2,10,0,10
BWI,ALB,1704,1,1,1,1,0,1,1,2,10,10,10,1
PHX,SAN,5105,0,0,0,0,0,0,0,0,0,10,0,10
PBI,BOS,1606,1,1,1,10,10,0,10,0,10,10,10,1
CLE,BWI,1180,0,0,1,1,0,1,10,2,10,10,10,1
EWR,TYS,298,2,2,2,10,1,2,2,10,10,10,2,2
ATL,ALB,937,1,1,10,10,10,10,10,10,10,10,10,10
JFK,ORD,1574,1,1,1,10,10,2,2,0,0,10,1,0
